"human_gene_name","human_gene_pfam","mcav_gene_name"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_5329_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_15192_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_56437_c3_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_50225_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_30018_c2_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_54133_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_28682_c29_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_48022_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_39173_c14_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_51175_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_7667_c1_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_1664_c18_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_35082_c20_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_41128_c6_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_41865_c3_g1_i3.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_21331_c2_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_4466_c2_g1_i3.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_29327_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_33526_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_15552_c3_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_12702_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_35096_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_46246_c4_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_42894_c3_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_35058_c3_g2_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_50934_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_39003_c10_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_17598_c42_g1_i3.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_5931_c11_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_34669_c39_g5_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_58772_c14_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_25977_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_36978_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_45192_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_59119_c12_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_39366_c35_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_4267_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_29605_c3_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_17567_c69_g1_i3.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_41735_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_55899_c6_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_31688_c7_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_32574_c6_g1_i5.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_55820_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_54409_c8_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_34669_c39_g3_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_29006_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_2199_c24_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_14818_c3_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_61618_c16_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_49884_c3_g2_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_10076_c4_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_42895_c1_g1_i7.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_26662_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_46537_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_17943_c5_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_33857_c2_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_50251_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_33988_c16_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_17048_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_44648_c4_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_22984_c109_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_56545_c101_g1_i7.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_40551_c7_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_33279_c2_g1_i3.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_56545_c100_g1_i4.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_28632_c6_g2_i3.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_17257_c8_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_8226_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_36926_c4_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_55633_c0_g1_i4.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_52233_c28_g1_i1.p5"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_11809_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_35069_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_33627_c21_g2_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_11185_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_11185_c0_g1_i3.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_52451_c0_g1_i4.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_22509_c7_g2_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_46757_c2_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_48521_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_52253_c14_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_6991_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_47447_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_28632_c6_g2_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_6291_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_22693_c6_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_54606_c7_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_24446_c11_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_23326_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_52816_c1_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_6122_c1_g1_i1.p3"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_6122_c1_g1_i2.p2"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_51720_c45_g3_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_10041_c5_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_46450_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_60617_c8_g1_i1.p3"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_60617_c8_g1_i4.p2"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_58394_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_29241_c91_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_18719_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_33627_c10_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_21002_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_2666_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_41755_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_60618_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_36785_c3_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_17120_c21_g2_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_43429_c5_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_6950_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_369_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_16399_c8_g1_i4.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_12900_c5_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_6122_c1_g1_i2.p4"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_43429_c5_g1_i3.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_36960_c0_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_48660_c10_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_15192_c0_g1_i3.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_35942_c15_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_39387_c16_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_54524_c6_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_56545_c86_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_41023_c308_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_7580_c12_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_48197_c1_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_54548_c4_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_11838_c24_g1_i2.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_5996_c16_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_56545_c101_g1_i9.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_60821_c20_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_36271_c19_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_42901_c19_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_6839_c12_g1_i1.p1"
"NP_000538.3","PF00008.31","Mcav_TRINITY_GG_50392_c12_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c29_g1_i13.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c29_g1_i10.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_62140_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c28_g1_i12.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c29_g2_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_2329_c4_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_18665_c47_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g1_i7.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_5952_c6_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c7_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_46551_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_46551_c3_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c8_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_59119_c15_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c28_g1_i11.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42928_c6_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c28_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c28_g4_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_52233_c28_g1_i2.p3"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_52233_c28_g1_i4.p3"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_52853_c2_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c19_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g1_i11.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_62133_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_10041_c8_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42310_c1_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_52233_c28_g1_i1.p4"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_20281_c50_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_53878_c6_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c29_g3_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c28_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g1_i9.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c28_g1_i5.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_53884_c1_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c44_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_15192_c0_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g1_i8.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g1_i4.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_10054_c13_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_16664_c6_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_59119_c13_g1_i1.p2"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_51100_c0_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_48898_c6_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42310_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c19_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c28_g1_i4.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_24350_c6_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_11172_c1_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_59119_c16_g3_i2.p2"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_59119_c14_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g2_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_59119_c15_g4_i1.p2"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c45_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33294_c56_g1_i5.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_15074_c1_g1_i4.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_52508_c6_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_10046_c0_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_52853_c1_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c38_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_13084_c4_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_59119_c15_g4_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_34669_c39_g2_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_34669_c39_g2_i4.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g1_i6.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42310_c2_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_1191_c12_g1_i5.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_11838_c69_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_11165_c2_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_38817_c182_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_32875_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_48707_c1_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_55648_c2_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_28522_c10_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33279_c2_g1_i13.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_13084_c4_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_62172_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_34165_c3_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_3636_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_8638_c26_g2_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_9709_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_20475_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_45873_c4_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_15192_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_48897_c1_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_2407_c19_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_7667_c1_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_56109_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_4563_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_34413_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_53901_c6_g2_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_53901_c6_g2_i4.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_58762_c9_g1_i1.p2"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_58762_c9_g1_i2.p2"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_40272_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42290_c43_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_35187_c5_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_54521_c5_g1_i6.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_54521_c5_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_5931_c11_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42958_c2_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42352_c1_g1_i6.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42352_c1_g1_i9.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_22743_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_39839_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_5952_c6_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_5952_c6_g1_i4.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_49234_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_3478_c3_g2_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33399_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_21083_c2_g1_i1.p2"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_4441_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33294_c56_g1_i10.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_15087_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_4563_c1_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_6715_c15_g2_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_11838_c21_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_22399_c7_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_36073_c2_g2_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_38311_c5_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33294_c56_g1_i4.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_6707_c4_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_4563_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33526_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_17567_c54_g1_i4.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42894_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_20007_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33857_c2_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_5885_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_51499_c4_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_58419_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_56437_c3_g1_i4.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42352_c1_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_28293_c4_g1_i1.p2"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_40268_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_11165_c4_g2_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_52253_c14_g1_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_17257_c8_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_5668_c4_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_50805_c42_g2_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_4267_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_29605_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33294_c56_g1_i8.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_45884_c6_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_51720_c45_g3_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_54606_c7_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_34669_c39_g3_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_23315_c1_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_34669_c39_g5_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_32125_c38_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_39104_c123_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_32122_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_42352_c1_g1_i9.p3"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_50242_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_39173_c14_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_49884_c3_g2_i2.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_62172_c3_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_15192_c0_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33524_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_50225_c1_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_29006_c0_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_12900_c5_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_12374_c20_g1_i9.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_17567_c69_g1_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_12385_c3_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_34669_c39_g2_i3.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_46757_c2_g1_i1.p1"
"NP_000538.3","PF12947.11","Mcav_TRINITY_GG_33279_c2_g1_i3.p1"
