"mcav_gene_name","human_gene_name","human_gene_pfam","orthogroup","entry"
"Mcav_TRINITY_GG_22984_c94_g1_i1.p1","NP_000344.1","PF01212.25","OG0008497","P13195"
"Mcav_TRINITY_GG_22984_c94_g1_i1.p1","NP_002071.2","PF00155.25","OG0008497","P13195"
"Mcav_TRINITY_GG_22984_c94_g1_i1.p1","NP_002070.1","PF00155.25","OG0008497","P13195"
"Mcav_TRINITY_GG_22984_c94_g1_i1.p1","NP_000745.1","PF13847.10","OG0008497","P13195"
"Mcav_TRINITY_GG_22984_c94_g1_i1.p1","NP_000344.1","PF00266.23","OG0008497","P13195"
"Mcav_TRINITY_GG_23021_c66_g1_i1.p1","NP_000344.1","PF01041.21",NA,NA
"Mcav_TRINITY_GG_23021_c66_g1_i1.p1","NP_000344.1","PF00266.23",NA,NA
"Mcav_TRINITY_GG_23021_c85_g1_i2.p1","NP_002071.2","PF00155.25","OG0002600","Q28DB5"
"Mcav_TRINITY_GG_23021_c85_g1_i2.p1","NP_000781.2","PF01212.25","OG0002600","Q28DB5"
"Mcav_TRINITY_GG_23021_c85_g1_i2.p1","NP_000344.1","PF00155.25","OG0002600","Q28DB5"
"Mcav_TRINITY_GG_23021_c85_g1_i2.p1","NP_002070.1","PF00155.25","OG0002600","Q28DB5"
"Mcav_TRINITY_GG_23021_c85_g1_i2.p1","NP_000344.1","PF00266.23","OG0002600","Q28DB5"
"Mcav_TRINITY_GG_23021_c85_g1_i2.p1","NP_000344.1","PF01212.25","OG0002600","Q28DB5"
"Mcav_TRINITY_GG_23021_c85_g1_i2.p1","NP_000781.2","PF00155.25","OG0002600","Q28DB5"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000658.1","PF08240.16","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000889.3","PF01262.25","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000660.1","PF16912.9","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000661.2","PF00107.30","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000231.1","PF01262.25","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_001159976.1","PF00107.30","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000659.2","PF16912.9","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000659.2","PF01262.25","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000659.2","PF08240.16","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000661.2","PF08240.16","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000660.1","PF00107.30","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000663.1","PF02826.23","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_001159976.1","PF16912.9","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000658.1","PF13602.10","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000662.3","PF16912.9","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_002677.1","PF08241.16","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000660.1","PF13602.10","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000663.1","PF08240.16","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000661.2","PF16912.9","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000659.2","PF13602.10","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_690863.1","PF01262.25","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000663.1","PF13602.10","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000658.1","PF01262.25","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_001159976.1","PF08240.16","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000658.1","PF16912.9","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000660.1","PF02826.23","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000662.3","PF00107.30","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000662.3","PF13602.10","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000663.1","PF00107.30","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000659.2","PF00107.30","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000658.1","PF00107.30","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000661.2","PF13602.10","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000662.3","PF08240.16","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23021_c87_g2_i1.p1","NP_000660.1","PF08240.16","OG0002852","Q5JI69"
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF01266.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF00890.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF12831.11",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF01134.26",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF03486.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF13450.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF00070.31",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF07992.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF13738.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000231.1","PF01946.21",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF00890.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF03486.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000658.1","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF01266.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF12831.11",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF01134.26",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF13738.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF01946.21",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000659.2","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF12831.11",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF07992.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF13738.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF00070.31",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF01946.21",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF01266.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF00890.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_665877.1","PF13409.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF03486.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF00070.31",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF07992.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_665877.1","PF13417.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_000889.3","PF13450.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF13450.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF01134.26",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i1.p1","NP_690863.1","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF01266.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF00890.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF12831.11",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF01134.26",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF03486.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF13450.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF00070.31",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF07992.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF13738.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000231.1","PF01946.21",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF13450.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF07992.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000658.1","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF03486.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000659.2","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF01266.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF00890.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF03486.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF13450.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF00070.31",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF01946.21",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF01134.26",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF00070.31",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF01266.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF12831.11",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_665877.1","PF13409.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_000889.3","PF13738.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF07992.18",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF01134.26",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_665877.1","PF13417.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF13738.10",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF01262.25",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF00890.28",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF12831.11",NA,NA
"Mcav_TRINITY_GG_23130_c19_g1_i2.p1","NP_690863.1","PF01946.21",NA,NA
"Mcav_TRINITY_GG_23172_c0_g1_i1.p1","NP_002677.1","PF08241.16",NA,NA
"Mcav_TRINITY_GG_23200_c2_g1_i1.p1","NP_000344.1","PF00155.25",NA,NA
"Mcav_TRINITY_GG_23200_c2_g1_i1.p1","NP_000344.1","PF01212.25",NA,NA
"Mcav_TRINITY_GG_23200_c2_g1_i1.p1","NP_000781.2","PF00155.25",NA,NA
"Mcav_TRINITY_GG_23200_c2_g1_i1.p1","NP_002070.1","PF00155.25",NA,NA
"Mcav_TRINITY_GG_23200_c2_g1_i1.p1","NP_000781.2","PF00282.23",NA,NA
"Mcav_TRINITY_GG_23200_c2_g1_i1.p1","NP_000781.2","PF01212.25",NA,NA
"Mcav_TRINITY_GG_23200_c2_g1_i1.p1","NP_002071.2","PF00155.25",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_000231.1","PF13454.10",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_000231.1","PF00070.31",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_000231.1","PF07992.18",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_000231.1","PF13738.10",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_690863.1","PF07992.18",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_000889.3","PF13454.10",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_000889.3","PF00070.31",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_000889.3","PF07992.18",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_000889.3","PF13738.10",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_690863.1","PF13738.10",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_690863.1","PF00070.31",NA,NA
"Mcav_TRINITY_GG_23287_c1_g1_i1.p1","NP_690863.1","PF13454.10",NA,NA
"Mcav_TRINITY_GG_2329_c4_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_2329_c4_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_2329_c4_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_2329_c4_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_2329_c4_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_2329_c4_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_2329_c4_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i1.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i1.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i1.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i2.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i2.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i2.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i2.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i2.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i2.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_23309_c0_g1_i2.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_23315_c1_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_23315_c1_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_23315_c1_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_23315_c1_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_23315_c1_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_23315_c1_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_23322_c0_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_23322_c0_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_23322_c0_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_23323_c21_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_23323_c21_g1_i2.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_23326_c0_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_23326_c0_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_23326_c0_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_23326_c0_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_23326_c0_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_23572_c0_g1_i1.p1","NP_000541.1","PF06365.16","OG0004001","P23654"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000889.3","PF01946.21","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_690863.1","PF00890.28","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000231.1","PF03486.18","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_690863.1","PF03486.18","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_690863.1","PF01494.23","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000231.1","PF07992.18","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000889.3","PF07992.18","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000231.1","PF01946.21","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000889.3","PF03486.18","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000231.1","PF01494.23","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_690863.1","PF01946.21","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_690863.1","PF01134.26","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000889.3","PF00890.28","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000231.1","PF00890.28","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_690863.1","PF01266.28","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000231.1","PF01134.26","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000889.3","PF01134.26","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_690863.1","PF07992.18","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000889.3","PF01266.28","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000231.1","PF01266.28","OG0001864","Q801S2"
"Mcav_TRINITY_GG_23626_c0_g1_i1.p1","NP_000889.3","PF01494.23","OG0001864","Q801S2"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF07992.18","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF01593.28","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF01266.28","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF00890.28","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF00070.31","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF21799.1","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF00743.23","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF13450.10","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF12831.11","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF13738.10","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF01266.28","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF07991.16","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF07992.18","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF00070.31","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF00890.28","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF01593.28","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF03486.18","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF03486.18","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF21799.1","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF01946.21","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF01946.21","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF13738.10","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF07992.18","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF13738.10","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF01593.28","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF12831.11","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF01266.28","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF12831.11","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF03486.18","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF13450.10","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF13454.10","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF00890.28","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF13450.10","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_690863.1","PF01488.24","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF01946.21","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF00070.31","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000889.3","PF13454.10","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_2363_c3_g1_i1.p1","NP_000231.1","PF13454.10","OG0006988","Q9Y5K3"
"Mcav_TRINITY_GG_23669_c7_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_23669_c7_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_23669_c7_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_2368_c3_g1_i1.p2","NP_000541.1","PF21314.1",NA,NA
"Mcav_TRINITY_GG_23704_c13_g2_i1.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_23704_c13_g2_i1.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_23704_c13_g2_i1.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_23789_c4_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_23789_c4_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_23789_c4_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_23789_c4_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_23789_c4_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_23839_c1_g1_i2.p1","NP_665877.1","PF13410.10",NA,NA
"Mcav_TRINITY_GG_23839_c1_g1_i2.p1","NP_665877.1","PF02798.24",NA,NA
"Mcav_TRINITY_GG_23839_c1_g1_i2.p1","NP_665877.1","PF00043.29",NA,NA
"Mcav_TRINITY_GG_23839_c1_g1_i2.p1","NP_665877.1","PF14497.10",NA,NA
"Mcav_TRINITY_GG_23839_c1_g1_i2.p1","NP_665877.1","PF13409.10",NA,NA
